coalition,K,rep_seed,episode_id,success,steps,questions_asked
both,3,0,0,True,9,0
both,3,0,1,True,8,1
both,3,0,2,True,4,1
both,3,0,3,True,7,1
both,3,0,4,True,10,1
both,3,0,5,True,6,1
both,3,0,6,True,11,1
both,3,0,7,True,12,0
both,3,0,8,True,11,1
both,3,0,9,True,11,1
both,3,0,10,True,14,1
both,3,0,11,True,10,1
both,3,0,12,True,9,0
both,3,0,13,False,8,1
both,3,0,14,True,12,1
both,3,0,15,True,4,1
both,3,0,16,True,5,0
both,3,0,17,True,7,1
both,3,0,18,True,4,1
both,3,0,19,True,9,1
both,3,1,0,True,5,1
both,3,1,1,True,10,1
both,3,1,2,True,6,1
both,3,1,3,True,4,1
both,3,1,4,True,7,0
both,3,1,5,True,12,0
both,3,1,6,True,6,2
both,3,1,7,True,7,1
both,3,1,8,False,10,1
both,3,1,9,True,7,1
both,3,1,10,True,7,1
both,3,1,11,True,12,0
both,3,1,12,True,10,1
both,3,1,13,True,12,0
both,3,1,14,True,8,1
both,3,1,15,True,9,0
both,3,1,16,True,6,0
both,3,1,17,True,8,1
both,3,1,18,True,7,0
both,3,1,19,True,11,0
both,3,2,0,False,14,1
both,3,2,1,True,9,0
both,3,2,2,True,9,1
both,3,2,3,True,3,0
both,3,2,4,True,4,0
both,3,2,5,True,4,1
both,3,2,6,True,3,0
both,3,2,7,True,6,1
both,3,2,8,True,8,1
both,3,2,9,False,8,1
both,3,2,10,True,6,1
both,3,2,11,True,7,1
both,3,2,12,True,3,0
both,3,2,13,True,8,0
both,3,2,14,False,8,1
both,3,2,15,False,15,1
both,3,2,16,False,12,2
both,3,2,17,True,6,0
both,3,2,18,True,11,1
both,3,2,19,True,10,0
both,3,3,0,True,4,1
both,3,3,1,False,11,1
both,3,3,2,True,3,1
both,3,3,3,True,11,1
both,3,3,4,True,2,0
both,3,3,5,True,10,0
both,3,3,6,True,7,0
both,3,3,7,True,10,0
both,3,3,8,True,8,0
both,3,3,9,True,4,1
both,3,3,10,True,5,1
both,3,3,11,True,5,0
both,3,3,12,True,6,0
both,3,3,13,True,6,0
both,3,3,14,True,13,0
both,3,3,15,False,9,1
both,3,3,16,True,8,1
both,3,3,17,True,11,0
both,3,3,18,False,9,0
both,3,3,19,True,8,1
both,3,4,0,True,12,0
both,3,4,1,False,11,1
both,3,4,2,True,13,2
both,3,4,3,True,11,1
both,3,4,4,True,7,1
both,3,4,5,True,7,1
both,3,4,6,True,11,0
both,3,4,7,True,10,1
both,3,4,8,True,4,0
both,3,4,9,True,11,0
both,3,4,10,True,7,1
both,3,4,11,True,5,0
both,3,4,12,True,3,1
both,3,4,13,True,11,0
both,3,4,14,True,13,0
both,3,4,15,True,8,1
both,3,4,16,True,11,0
both,3,4,17,True,3,1
both,3,4,18,True,4,0
both,3,4,19,True,2,0
passive_only,3,0,0,True,9,0
passive_only,3,0,1,False,11,0
passive_only,3,0,2,True,3,0
passive_only,3,0,3,True,6,0
passive_only,3,0,4,True,7,0
passive_only,3,0,5,True,5,0
passive_only,3,0,6,True,13,0
passive_only,3,0,7,True,12,0
passive_only,3,0,8,True,10,0
passive_only,3,0,9,True,12,0
passive_only,3,0,10,True,13,0
passive_only,3,0,11,True,9,0
passive_only,3,0,12,True,9,0
passive_only,3,0,13,False,8,0
passive_only,3,0,14,True,12,0
passive_only,3,0,15,True,6,0
passive_only,3,0,16,True,5,0
passive_only,3,0,17,True,4,0
passive_only,3,0,18,True,5,0
passive_only,3,0,19,True,8,0
passive_only,3,1,0,True,4,0
passive_only,3,1,1,True,11,0
passive_only,3,1,2,True,7,0
passive_only,3,1,3,True,3,0
passive_only,3,1,4,True,7,0
passive_only,3,1,5,True,12,0
passive_only,3,1,6,True,4,0
passive_only,3,1,7,True,6,0
passive_only,3,1,8,True,8,0
passive_only,3,1,9,True,6,0
passive_only,3,1,10,True,6,0
passive_only,3,1,11,True,12,0
passive_only,3,1,12,True,13,0
passive_only,3,1,13,True,12,0
passive_only,3,1,14,False,10,0
passive_only,3,1,15,True,9,0
passive_only,3,1,16,True,6,0
passive_only,3,1,17,True,11,0
passive_only,3,1,18,True,7,0
passive_only,3,1,19,True,11,0
passive_only,3,2,0,False,14,0
passive_only,3,2,1,True,9,0
passive_only,3,2,2,True,8,0
passive_only,3,2,3,True,3,0
passive_only,3,2,4,True,4,0
passive_only,3,2,5,True,5,0
passive_only,3,2,6,True,3,0
passive_only,3,2,7,True,5,0
passive_only,3,2,8,True,9,0
passive_only,3,2,9,True,3,0
passive_only,3,2,10,True,7,0
passive_only,3,2,11,True,10,0
passive_only,3,2,12,True,3,0
passive_only,3,2,13,True,8,0
passive_only,3,2,14,False,8,0
passive_only,3,2,15,False,15,0
passive_only,3,2,16,False,12,0
passive_only,3,2,17,True,6,0
passive_only,3,2,18,True,10,0
passive_only,3,2,19,True,10,0
passive_only,3,3,0,True,5,0
passive_only,3,3,1,True,9,0
passive_only,3,3,2,True,4,0
passive_only,3,3,3,True,10,0
passive_only,3,3,4,True,2,0
passive_only,3,3,5,True,10,0
passive_only,3,3,6,True,7,0
passive_only,3,3,7,True,10,0
passive_only,3,3,8,True,8,0
passive_only,3,3,9,True,5,0
passive_only,3,3,10,True,4,0
passive_only,3,3,11,True,5,0
passive_only,3,3,12,True,6,0
passive_only,3,3,13,True,6,0
passive_only,3,3,14,True,13,0
passive_only,3,3,15,True,9,0
passive_only,3,3,16,True,7,0
passive_only,3,3,17,True,11,0
passive_only,3,3,18,False,9,0
passive_only,3,3,19,True,9,0
passive_only,3,4,0,True,12,0
passive_only,3,4,1,False,11,0
passive_only,3,4,2,True,15,0
passive_only,3,4,3,True,10,0
passive_only,3,4,4,True,8,0
passive_only,3,4,5,True,9,0
passive_only,3,4,6,True,11,0
passive_only,3,4,7,True,11,0
passive_only,3,4,8,True,4,0
passive_only,3,4,9,True,11,0
passive_only,3,4,10,True,9,0
passive_only,3,4,11,True,5,0
passive_only,3,4,12,True,4,0
passive_only,3,4,13,True,11,0
passive_only,3,4,14,True,13,0
passive_only,3,4,15,True,10,0
passive_only,3,4,16,True,11,0
passive_only,3,4,17,True,5,0
passive_only,3,4,18,True,4,0
passive_only,3,4,19,True,2,0
active_only,3,0,0,True,10,1
active_only,3,0,1,True,8,1
active_only,3,0,2,True,4,1
active_only,3,0,3,True,7,1
active_only,3,0,4,True,9,2
active_only,3,0,5,False,10,1
active_only,3,0,6,True,11,1
active_only,3,0,7,True,13,1
active_only,3,0,8,True,11,1
active_only,3,0,9,True,12,2
active_only,3,0,10,True,17,1
active_only,3,0,11,True,7,1
active_only,3,0,12,True,11,2
active_only,3,0,13,False,8,2
active_only,3,0,14,True,12,1
active_only,3,0,15,True,4,1
active_only,3,0,16,True,5,0
active_only,3,0,17,True,5,1
active_only,3,0,18,True,4,1
active_only,3,0,19,True,9,1
active_only,3,1,0,True,5,1
active_only,3,1,1,True,11,2
active_only,3,1,2,True,6,1
active_only,3,1,3,True,4,1
active_only,3,1,4,True,8,1
active_only,3,1,5,True,13,1
active_only,3,1,6,False,9,1
active_only,3,1,7,True,7,1
active_only,3,1,8,False,10,2
active_only,3,1,9,True,7,1
active_only,3,1,10,True,7,1
active_only,3,1,11,True,13,1
active_only,3,1,12,True,10,1
active_only,3,1,13,False,16,0
active_only,3,1,14,True,8,1
active_only,3,1,15,False,13,1
active_only,3,1,16,True,7,1
active_only,3,1,17,True,8,1
active_only,3,1,18,False,10,1
active_only,3,1,19,True,12,1
active_only,3,2,0,False,14,1
active_only,3,2,1,True,10,1
active_only,3,2,2,True,9,1
active_only,3,2,3,True,3,0
active_only,3,2,4,False,9,1
active_only,3,2,5,True,4,1
active_only,3,2,6,True,4,1
active_only,3,2,7,True,6,1
active_only,3,2,8,True,9,2
active_only,3,2,9,False,8,1
active_only,3,2,10,True,7,2
active_only,3,2,11,True,8,2
active_only,3,2,12,True,3,0
active_only,3,2,13,True,9,1
active_only,3,2,14,False,8,1
active_only,3,2,15,False,15,1
active_only,3,2,16,True,9,2
active_only,3,2,17,False,9,1
active_only,3,2,18,False,12,1
active_only,3,2,19,True,11,1
active_only,3,3,0,True,4,1
active_only,3,3,1,False,11,1
active_only,3,3,2,True,3,1
active_only,3,3,3,True,7,1
active_only,3,3,4,True,2,0
active_only,3,3,5,True,12,2
active_only,3,3,6,True,8,1
active_only,3,3,7,True,11,1
active_only,3,3,8,False,13,1
active_only,3,3,9,True,4,1
active_only,3,3,10,False,7,1
active_only,3,3,11,False,8,0
active_only,3,3,12,False,9,1
active_only,3,3,13,False,9,1
active_only,3,3,14,True,14,1
active_only,3,3,15,True,6,2
active_only,3,3,16,True,8,1
active_only,3,3,17,True,11,0
active_only,3,3,18,True,5,1
active_only,3,3,19,True,8,1
active_only,3,4,0,True,13,1
active_only,3,4,1,False,11,1
active_only,3,4,2,True,13,2
active_only,3,4,3,True,11,1
active_only,3,4,4,True,7,1
active_only,3,4,5,True,7,1
active_only,3,4,6,True,13,1
active_only,3,4,7,False,13,2
active_only,3,4,8,False,8,1
active_only,3,4,9,True,12,1
active_only,3,4,10,True,7,1
active_only,3,4,11,True,6,1
active_only,3,4,12,True,3,1
active_only,3,4,13,True,12,1
active_only,3,4,14,True,11,1
active_only,3,4,15,True,11,1
active_only,3,4,16,False,15,1
active_only,3,4,17,True,3,1
active_only,3,4,18,False,9,1
active_only,3,4,19,True,2,0
neither,3,0,0,False,13,0
neither,3,0,1,False,11,0
neither,3,0,2,True,3,0
neither,3,0,3,True,6,0
neither,3,0,4,True,7,0
neither,3,0,5,False,10,0
neither,3,0,6,True,13,0
neither,3,0,7,True,12,0
neither,3,0,8,False,15,0
neither,3,0,9,False,14,0
neither,3,0,10,False,17,0
neither,3,0,11,False,11,0
neither,3,0,12,True,13,0
neither,3,0,13,False,8,0
neither,3,0,14,False,13,0
neither,3,0,15,False,8,0
neither,3,0,16,True,5,0
neither,3,0,17,True,4,0
neither,3,0,18,True,8,0
neither,3,0,19,True,8,0
neither,3,1,0,True,4,0
neither,3,1,1,False,14,0
neither,3,1,2,True,5,0
neither,3,1,3,True,3,0
neither,3,1,4,True,7,0
neither,3,1,5,True,12,0
neither,3,1,6,False,9,0
neither,3,1,7,True,6,0
neither,3,1,8,False,10,0
neither,3,1,9,True,6,0
neither,3,1,10,True,6,0
neither,3,1,11,True,12,0
neither,3,1,12,False,13,0
neither,3,1,13,False,16,0
neither,3,1,14,False,10,0
neither,3,1,15,False,13,0
neither,3,1,16,True,6,0
neither,3,1,17,True,7,0
neither,3,1,18,False,10,0
neither,3,1,19,True,11,0
neither,3,2,0,False,14,0
neither,3,2,1,True,9,0
neither,3,2,2,True,8,0
neither,3,2,3,True,3,0
neither,3,2,4,False,9,0
neither,3,2,5,False,8,0
neither,3,2,6,False,8,0
neither,3,2,7,True,5,0
neither,3,2,8,False,12,0
neither,3,2,9,True,3,0
neither,3,2,10,False,10,0
neither,3,2,11,False,11,0
neither,3,2,12,True,3,0
neither,3,2,13,False,12,0
neither,3,2,14,False,8,0
neither,3,2,15,True,11,0
neither,3,2,16,True,12,0
neither,3,2,17,False,9,0
neither,3,2,18,False,12,0
neither,3,2,19,True,10,0
neither,3,3,0,True,3,0
neither,3,3,1,False,11,0
neither,3,3,2,False,7,0
neither,3,3,3,False,11,0
neither,3,3,4,True,2,0
neither,3,3,5,False,14,0
neither,3,3,6,True,7,0
neither,3,3,7,True,10,0
neither,3,3,8,False,13,0
neither,3,3,9,False,8,0
neither,3,3,10,False,7,0
neither,3,3,11,False,8,0
neither,3,3,12,False,9,0
neither,3,3,13,False,9,0
neither,3,3,14,True,13,0
neither,3,3,15,True,9,0
neither,3,3,16,True,7,0
neither,3,3,17,True,11,0
neither,3,3,18,True,4,0
neither,3,3,19,True,7,0
neither,3,4,0,True,12,0
neither,3,4,1,False,11,0
neither,3,4,2,False,15,0
neither,3,4,3,True,10,0
neither,3,4,4,False,11,0
neither,3,4,5,False,11,0
neither,3,4,6,True,12,0
neither,3,4,7,False,13,0
neither,3,4,8,False,8,0
neither,3,4,9,False,14,0
neither,3,4,10,True,6,0
neither,3,4,11,True,5,0
neither,3,4,12,False,7,0
neither,3,4,13,True,11,0
neither,3,4,14,True,10,0
neither,3,4,15,True,10,0
neither,3,4,16,False,15,0
neither,3,4,17,False,7,0
neither,3,4,18,True,9,0
neither,3,4,19,True,2,0
both,4,0,0,True,6,1
both,4,0,1,True,5,0
both,4,0,2,True,8,0
both,4,0,3,True,8,1
both,4,0,4,False,9,1
both,4,0,5,True,12,0
both,4,0,6,True,9,0
both,4,0,7,True,13,0
both,4,0,8,True,9,0
both,4,0,9,True,8,1
both,4,0,10,False,10,0
both,4,0,11,False,11,1
both,4,0,12,True,7,0
both,4,0,13,True,4,1
both,4,0,14,True,7,1
both,4,0,15,False,10,1
both,4,0,16,False,7,0
both,4,0,17,True,2,0
both,4,0,18,True,9,0
both,4,0,19,False,12,1
both,4,1,0,True,9,0
both,4,1,1,True,11,1
both,4,1,2,False,9,1
both,4,1,3,True,3,1
both,4,1,4,True,9,0
both,4,1,5,True,7,1
both,4,1,6,True,7,0
both,4,1,7,True,9,0
both,4,1,8,True,14,1
both,4,1,9,True,4,0
both,4,1,10,True,11,2
both,4,1,11,False,10,1
both,4,1,12,True,7,1
both,4,1,13,True,8,1
both,4,1,14,True,11,0
both,4,1,15,False,9,2
both,4,1,16,True,9,0
both,4,1,17,True,3,0
both,4,1,18,True,8,0
both,4,1,19,True,6,0
both,4,2,0,True,10,0
both,4,2,1,True,10,1
both,4,2,2,True,4,0
both,4,2,3,True,9,0
both,4,2,4,True,4,0
both,4,2,5,False,9,1
both,4,2,6,True,9,1
both,4,2,7,True,3,0
both,4,2,8,True,8,1
both,4,2,9,False,13,1
both,4,2,10,True,3,0
both,4,2,11,True,10,1
both,4,2,12,False,9,0
both,4,2,13,True,10,1
both,4,2,14,True,4,1
both,4,2,15,False,10,1
both,4,2,16,True,12,1
both,4,2,17,True,9,1
both,4,2,18,True,15,1
both,4,2,19,True,9,0
both,4,3,0,True,3,1
both,4,3,1,True,11,1
both,4,3,2,True,4,0
both,4,3,3,True,11,1
both,4,3,4,True,7,1
both,4,3,5,True,4,2
both,4,3,6,True,6,1
both,4,3,7,True,6,0
both,4,3,8,True,11,0
both,4,3,9,False,8,1
both,4,3,10,True,8,0
both,4,3,11,False,11,0
both,4,3,12,True,12,0
both,4,3,13,True,9,1
both,4,3,14,False,12,1
both,4,3,15,False,9,1
both,4,3,16,True,12,1
both,4,3,17,True,5,0
both,4,3,18,True,10,0
both,4,3,19,False,14,1
both,4,4,0,False,7,0
both,4,4,1,True,8,0
both,4,4,2,True,8,1
both,4,4,3,True,11,1
both,4,4,4,True,7,0
both,4,4,5,True,7,0
both,4,4,6,False,11,2
both,4,4,7,True,10,1
both,4,4,8,True,4,1
both,4,4,9,True,10,0
both,4,4,10,True,8,2
both,4,4,11,True,10,1
both,4,4,12,True,8,0
both,4,4,13,False,12,1
both,4,4,14,True,7,2
both,4,4,15,False,12,1
both,4,4,16,True,7,0
both,4,4,17,True,11,0
both,4,4,18,True,6,0
both,4,4,19,True,13,0
passive_only,4,0,0,True,7,0
passive_only,4,0,1,True,5,0
passive_only,4,0,2,True,8,0
passive_only,4,0,3,True,9,0
passive_only,4,0,4,False,9,0
passive_only,4,0,5,True,12,0
passive_only,4,0,6,True,9,0
passive_only,4,0,7,True,13,0
passive_only,4,0,8,True,9,0
passive_only,4,0,9,True,7,0
passive_only,4,0,10,False,10,0
passive_only,4,0,11,False,11,0
passive_only,4,0,12,True,7,0
passive_only,4,0,13,True,5,0
passive_only,4,0,14,False,9,0
passive_only,4,0,15,False,10,0
passive_only,4,0,16,False,7,0
passive_only,4,0,17,True,2,0
passive_only,4,0,18,True,9,0
passive_only,4,0,19,False,12,0
passive_only,4,1,0,True,9,0
passive_only,4,1,1,True,10,0
passive_only,4,1,2,False,9,0
passive_only,4,1,3,True,2,0
passive_only,4,1,4,True,9,0
passive_only,4,1,5,False,11,0
passive_only,4,1,6,True,7,0
passive_only,4,1,7,True,9,0
passive_only,4,1,8,True,13,0
passive_only,4,1,9,True,4,0
passive_only,4,1,10,False,13,0
passive_only,4,1,11,True,8,0
passive_only,4,1,12,True,6,0
passive_only,4,1,13,True,9,0
passive_only,4,1,14,True,11,0
passive_only,4,1,15,True,5,0
passive_only,4,1,16,True,9,0
passive_only,4,1,17,True,3,0
passive_only,4,1,18,True,8,0
passive_only,4,1,19,True,6,0
passive_only,4,2,0,True,10,0
passive_only,4,2,1,True,13,0
passive_only,4,2,2,True,4,0
passive_only,4,2,3,True,9,0
passive_only,4,2,4,True,4,0
passive_only,4,2,5,False,9,0
passive_only,4,2,6,True,12,0
passive_only,4,2,7,True,3,0
passive_only,4,2,8,True,7,0
passive_only,4,2,9,False,13,0
passive_only,4,2,10,True,3,0
passive_only,4,2,11,True,10,0
passive_only,4,2,12,False,9,0
passive_only,4,2,13,True,9,0
passive_only,4,2,14,True,3,0
passive_only,4,2,15,False,10,0
passive_only,4,2,16,True,13,0
passive_only,4,2,17,True,8,0
passive_only,4,2,18,True,14,0
passive_only,4,2,19,True,9,0
passive_only,4,3,0,True,2,0
passive_only,4,3,1,True,12,0
passive_only,4,3,2,True,4,0
passive_only,4,3,3,True,12,0
passive_only,4,3,4,True,6,0
passive_only,4,3,5,True,2,0
passive_only,4,3,6,False,8,0
passive_only,4,3,7,True,6,0
passive_only,4,3,8,True,11,0
passive_only,4,3,9,False,8,0
passive_only,4,3,10,True,8,0
passive_only,4,3,11,False,11,0
passive_only,4,3,12,True,12,0
passive_only,4,3,13,False,12,0
passive_only,4,3,14,True,12,0
passive_only,4,3,15,True,4,0
passive_only,4,3,16,True,9,0
passive_only,4,3,17,True,5,0
passive_only,4,3,18,True,10,0
passive_only,4,3,19,False,14,0
passive_only,4,4,0,False,7,0
passive_only,4,4,1,True,8,0
passive_only,4,4,2,False,11,0
passive_only,4,4,3,True,12,0
passive_only,4,4,4,True,7,0
passive_only,4,4,5,True,7,0
passive_only,4,4,6,True,6,0
passive_only,4,4,7,True,12,0
passive_only,4,4,8,True,5,0
passive_only,4,4,9,True,10,0
passive_only,4,4,10,True,6,0
passive_only,4,4,11,True,9,0
passive_only,4,4,12,True,8,0
passive_only,4,4,13,True,12,0
passive_only,4,4,14,False,10,0
passive_only,4,4,15,False,12,0
passive_only,4,4,16,True,7,0
passive_only,4,4,17,True,11,0
passive_only,4,4,18,True,6,0
passive_only,4,4,19,True,13,0
active_only,4,0,0,True,4,1
active_only,4,0,1,False,10,2
active_only,4,0,2,True,9,1
active_only,4,0,3,True,8,1
active_only,4,0,4,False,9,1
active_only,4,0,5,True,13,1
active_only,4,0,6,True,10,1
active_only,4,0,7,False,17,2
active_only,4,0,8,True,10,1
active_only,4,0,9,True,9,2
active_only,4,0,10,False,10,2
active_only,4,0,11,True,10,1
active_only,4,0,12,True,8,1
active_only,4,0,13,True,4,1
active_only,4,0,14,True,7,1
active_only,4,0,15,False,10,1
active_only,4,0,16,False,7,1
active_only,4,0,17,True,2,0
active_only,4,0,18,True,10,1
active_only,4,0,19,False,12,1
active_only,4,1,0,False,11,1
active_only,4,1,1,True,11,1
active_only,4,1,2,False,9,1
active_only,4,1,3,True,3,1
active_only,4,1,4,True,10,1
active_only,4,1,5,False,11,0
active_only,4,1,6,True,8,1
active_only,4,1,7,True,11,2
active_only,4,1,8,True,14,1
active_only,4,1,9,True,5,1
active_only,4,1,10,True,11,2
active_only,4,1,11,True,7,1
active_only,4,1,12,True,5,1
active_only,4,1,13,True,8,1
active_only,4,1,14,True,12,1
active_only,4,1,15,False,9,1
active_only,4,1,16,True,10,1
active_only,4,1,17,True,3,0
active_only,4,1,18,False,11,1
active_only,4,1,19,False,10,1
active_only,4,2,0,True,12,1
active_only,4,2,1,True,11,2
active_only,4,2,2,True,4,0
active_only,4,2,3,False,14,1
active_only,4,2,4,False,7,0
active_only,4,2,5,False,9,1
active_only,4,2,6,True,9,1
active_only,4,2,7,False,8,1
active_only,4,2,8,True,8,1
active_only,4,2,9,False,13,1
active_only,4,2,10,True,3,0
active_only,4,2,11,True,7,2
active_only,4,2,12,False,9,1
active_only,4,2,13,False,12,1
active_only,4,2,14,True,4,1
active_only,4,2,15,True,8,1
active_only,4,2,16,False,15,1
active_only,4,2,17,False,13,1
active_only,4,2,18,True,15,1
active_only,4,2,19,False,13,1
active_only,4,3,0,True,3,1
active_only,4,3,1,True,11,1
active_only,4,3,2,False,9,2
active_only,4,3,3,False,14,1
active_only,4,3,4,True,8,2
active_only,4,3,5,True,4,2
active_only,4,3,6,False,8,2
active_only,4,3,7,False,8,1
active_only,4,3,8,True,12,1
active_only,4,3,9,False,8,1
active_only,4,3,10,True,9,1
active_only,4,3,11,False,11,1
active_only,4,3,12,True,14,2
active_only,4,3,13,False,12,1
active_only,4,3,14,True,9,2
active_only,4,3,15,True,5,1
active_only,4,3,16,False,13,1
active_only,4,3,17,False,8,0
active_only,4,3,18,False,10,1
active_only,4,3,19,False,14,2
active_only,4,4,0,False,7,1
active_only,4,4,1,False,13,1
active_only,4,4,2,True,8,1
active_only,4,4,3,True,11,2
active_only,4,4,4,False,11,1
active_only,4,4,5,True,11,1
active_only,4,4,6,False,11,2
active_only,4,4,7,True,11,2
active_only,4,4,8,True,3,0
active_only,4,4,9,True,11,1
active_only,4,4,10,True,8,2
active_only,4,4,11,False,14,2
active_only,4,4,12,True,10,2
active_only,4,4,13,False,12,1
active_only,4,4,14,False,10,2
active_only,4,4,15,False,12,1
active_only,4,4,16,False,12,1
active_only,4,4,17,True,12,1
active_only,4,4,18,True,8,2
active_only,4,4,19,True,14,1
neither,4,0,0,True,3,0
neither,4,0,1,False,10,0
neither,4,0,2,True,8,0
neither,4,0,3,True,7,0
neither,4,0,4,False,9,0
neither,4,0,5,False,15,0
neither,4,0,6,True,9,0
neither,4,0,7,False,17,0
neither,4,0,8,False,13,0
neither,4,0,9,False,9,0
neither,4,0,10,False,10,0
neither,4,0,11,False,11,0
neither,4,0,12,True,7,0
neither,4,0,13,True,3,0
neither,4,0,14,False,9,0
neither,4,0,15,False,10,0
neither,4,0,16,False,7,0
neither,4,0,17,True,2,0
neither,4,0,18,False,11,0
neither,4,0,19,False,12,0
neither,4,1,0,False,11,0
neither,4,1,1,True,10,0
neither,4,1,2,False,9,0
neither,4,1,3,True,2,0
neither,4,1,4,False,13,0
neither,4,1,5,False,11,0
neither,4,1,6,True,7,0
neither,4,1,7,False,14,0
neither,4,1,8,True,16,0
neither,4,1,9,False,7,0
neither,4,1,10,False,13,0
neither,4,1,11,False,10,0
neither,4,1,12,True,4,0
neither,4,1,13,True,7,0
neither,4,1,14,True,11,0
neither,4,1,15,True,5,0
neither,4,1,16,False,11,0
neither,4,1,17,True,3,0
neither,4,1,18,False,11,0
neither,4,1,19,False,10,0
neither,4,2,0,False,15,0
neither,4,2,1,False,14,0
neither,4,2,2,True,4,0
neither,4,2,3,False,14,0
neither,4,2,4,False,7,0
neither,4,2,5,False,9,0
neither,4,2,6,False,12,0
neither,4,2,7,False,8,0
neither,4,2,8,False,12,0
neither,4,2,9,False,13,0
neither,4,2,10,True,3,0
neither,4,2,11,True,10,0
neither,4,2,12,False,9,0
neither,4,2,13,False,12,0
neither,4,2,14,True,3,0
neither,4,2,15,False,10,0
neither,4,2,16,False,15,0
neither,4,2,17,False,13,0
neither,4,2,18,True,14,0
neither,4,2,19,False,13,0
neither,4,3,0,True,2,0
neither,4,3,1,False,14,0
neither,4,3,2,False,9,0
neither,4,3,3,False,14,0
neither,4,3,4,True,6,0
neither,4,3,5,True,2,0
neither,4,3,6,False,8,0
neither,4,3,7,False,8,0
neither,4,3,8,False,15,0
neither,4,3,9,False,8,0
neither,4,3,10,True,11,0
neither,4,3,11,False,11,0
neither,4,3,12,False,16,0
neither,4,3,13,False,12,0
neither,4,3,14,False,12,0
neither,4,3,15,True,4,0
neither,4,3,16,True,9,0
neither,4,3,17,False,8,0
neither,4,3,18,False,10,0
neither,4,3,19,True,9,0
neither,4,4,0,False,7,0
neither,4,4,1,False,13,0
neither,4,4,2,False,11,0
neither,4,4,3,False,12,0
neither,4,4,4,False,11,0
neither,4,4,5,True,10,0
neither,4,4,6,True,6,0
neither,4,4,7,True,12,0
neither,4,4,8,True,3,0
neither,4,4,9,False,14,0
neither,4,4,10,False,11,0
neither,4,4,11,True,9,0
neither,4,4,12,True,8,0
neither,4,4,13,False,12,0
neither,4,4,14,False,10,0
neither,4,4,15,False,12,0
neither,4,4,16,False,12,0
neither,4,4,17,True,11,0
neither,4,4,18,False,9,0
neither,4,4,19,True,13,0
